Product Link,Product Name,Price,Rating,Review,product_id,Cleaned_Review,Tokenized_Review,Sentiment_Score,Sentiment,Score
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,3,"Lướt zl ,FB nó giựt như kinh phong ,ko biết có chỗ đổi mới ko nữa ,chán",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,lướt zl fb nó giựt như kinh phong ko biết có chỗ đổi mới ko nữa chán,lướt zl fb nó giựt như kinh_phong ko biết có chỗ đổi_mới ko nữa chán,,Neutral,0
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,5,Bên mình có thu lại k ạ,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,bên mình có thu lại k ạ,bên mình có thu lại k ạ,,Positive,1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,5,"Nghe mọi người bình luận đa số là không tốt nhưng tui thấy có gì đâu nhỉ, dùng mượt, pin lâu, sạc siêu nhanh, thông báo nhanh chứ không chậm như mọi người nói, dùng một thời gian rồi vẫn rất tốt. Nhưng có cái là mở nguồn hơi lâu thôi",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,nghe mọi người bình luận đa số là không tốt nhưng tui thấy có gì đâu nhỉ dùng mượt pin lâu sạc siêu nhanh thông báo nhanh chứ không chậm như mọi người nói dùng một thời gian rồi vẫn rất tốt nhưng có cái là mở nguồn hơi lâu thôi,nghe mọi người bình_luận đa_số là không tốt nhưng tui thấy có gì đâu nhỉ dùng mượt pin lâu sạc siêu nhanh thông_báo nhanh chứ không chậm như mọi người nói dùng một thời_gian rồi vẫn rất tốt nhưng có cái là mở nguồn hơi lâu thôi,,Positive,1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,3,Mới mua mà bị lỗi như này rồi,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,mới mua mà bị lỗi như này rồi,mới mua mà bị lỗi như này rồi,,Neutral,0
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,1,Có lúc đơ k làm được gì,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,có lúc đơ k làm được gì,có lúc đơ k làm được gì,,Negative,-1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,2,"Tôi mới mua ngày 1/11 giờ muốn đổi lại loại khác đc không ạ, dt bắt sóng rất tệ.",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,tôi mới mua ngày 111 giờ muốn đổi lại loại khác đc không ạ dt bắt sóng rất tệ,tôi mới mua ngày 111 giờ muốn đổi lại loại khác đc không ạ dt bắt sóng rất tệ,,Negative,-1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,3,Mới mua 3 ngày pin 5000 mà nhanh hết lạy luôn,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,mới mua 3 ngày pin 5000 mà nhanh hết lạy luôn,mới mua 3 ngày pin 5000 mà nhanh hết lạy luôn,,Neutral,0
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,4,Lúc mua 4.990 mới có 1 tháng giảm còn 4.390.. được cái máy dùng im,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,lúc mua 4990 mới có 1 tháng giảm còn 4390 được cái máy dùng im,lúc mua 4990 mới có 1 tháng giảm còn 4390 được cái máy dùng im,,Positive,1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,5,Loại này xiaomi note 14 4g hay xiaomi note 14 5g vậy,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,loại này xiaomi note 14 4g hay xiaomi note 14 5g vậy,loại này xiaomi note 14 4g hay xiaomi note 14 5g vậy,,Positive,1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,2,Đã dùng đc tầm 9 tháng với cái lỗi dùng cảm biến vân tay khi mở khóa vào màn hình chính thi thoảng bị đơ với loạn cảm ứng. Đầu tiên cứ nghĩ là do phần mềm nhưng đã up từ miui lúc mở hộp lên hyper os vẫn bị.,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,đã dùng đc tầm 9 tháng với cái lỗi dùng cảm biến vân tay khi mở khóa vào màn hình chính thi thoảng bị đơ với loạn cảm ứng đầu tiên cứ nghĩ là do phần mềm nhưng đã up từ miui lúc mở hộp lên hyper os vẫn bị,đã dùng đc tầm 9 tháng với cái lỗi dùng cảm_biến vân tay khi mở khoá vào màn_hình chính thi_thoảng bị đơ với loạn cảm_ứng đầu_tiên cứ nghĩ là do phần_mềm nhưng đã up từ miui lúc mở hộp lên hyper os vẫn bị,,Negative,-1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,5,"Mới mua được gần 1 tháng, hiện tại dùng rất hài lòng, pin sạc nhanh và cũng k sụt nhanh như mấy bạn nói. Cần thêm thời gian để có trải nghiệm, đánh giá đúng đắn nhất",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,mới mua được gần 1 tháng hiện tại dùng rất hài lòng pin sạc nhanh và cũng k sụt nhanh như mấy bạn nói cần thêm thời gian để có trải nghiệm đánh giá đúng đắn nhất,mới mua được gần 1 tháng hiện_tại dùng rất hài_lòng pin sạc nhanh và cũng k sụt nhanh như mấy bạn nói cần thêm thời_gian để có trải_nghiệm đánh_giá đúng_đắn nhất,,Positive,1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,3,"Sử dụng gần 1 năm. Mọi chức năng tốt. Lâu lâu có vài vấn đề hiển thị chắc do phần miềm. Kính thì hơi kém chất lượng.rơi nhẹ thôi mà đã mẻ kính rồi,dù đã dán cường lực.và vấn đề nữa là khi lấy máy ra khỏi túi hay vô tình ấn phải nút nguồn ,thế là phải đợi hơn 2 phút máy mới khởi động song.chán chỉ muốn tháo bỏ luôn nút nguồn của máy",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,sử dụng gần 1 năm mọi chức năng tốt lâu lâu có vài vấn đề hiển thị chắc do phần miềm kính thì hơi kém chất lượngrơi nhẹ thôi mà đã mẻ kính rồidù đã dán cường lựcvà vấn đề nữa là khi lấy máy ra khỏi túi hay vô tình ấn phải nút nguồn thế là phải đợi hơn 2 phút máy mới khởi động songchán chỉ muốn tháo bỏ luôn nút nguồn của máy,sử_dụng gần 1 năm mọi chức_năng tốt lâu_lâu có vài vấn_đề hiển_thị chắc do phần miềm kính thì hơi kém chất lượngrơi nhẹ thôi mà đã mẻ kính rồidù đã dán cường lựcvà vấn_đề nữa là khi lấy máy ra khỏi túi hay vô_tình ấn phải nút nguồn thế_là phải đợi hơn 2 phút máy mới khởi_động songchán chỉ muốn tháo bỏ luôn nút nguồn của máy,,Neutral,0
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,4,Mua điện thoại ngày 05/09/2024 dùng đến giờ vẫn ok nhưng đi học để trong túi quần khi đến trường lấy ra thì màn hình cảm ứng ko ăn đợi tầm 1015 phút thì bình thường lại cho hỏi là do lỗi gì vậy,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,mua điện thoại ngày 05092024 dùng đến giờ vẫn ok nhưng đi học để trong túi quần khi đến trường lấy ra thì màn hình cảm ứng ko ăn đợi tầm 1015 phút thì bình thường lại cho hỏi là do lỗi gì vậy,mua điện_thoại ngày 05092024 dùng đến giờ vẫn ok nhưng đi học để trong túi quần khi đến trường lấy ra thì màn_hình cảm_ứng ko ăn đợi tầm 1015 phút thì bình_thường lại cho hỏi là do lỗi gì vậy,,Positive,1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,1,"mang danh ram 8 mà thua con samsung 6gb, samsung nó lag sơ sơ, còn con này vô game văng ra luôn, đơ máy luôn, tệ",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,mang danh ram 8 mà thua con samsung 6gb samsung nó lag sơ sơ còn con này vô game văng ra luôn đơ máy luôn tệ,mang danh ram 8 mà thua con samsung 6gb samsung nó lag sơ_sơ còn con này vô game văng ra luôn đơ máy luôn tệ,,Negative,-1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,1,Không hiểu sao cách đây mới mua cx ko lâu sạc pin đầy 100% mà khi rút ra còn 98%. Ko hiểu làm ăn v á rất tệ,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,không hiểu sao cách đây mới mua cx ko lâu sạc pin đầy 100 mà khi rút ra còn 98 ko hiểu làm ăn v á rất tệ,không hiểu sao cách đây mới mua cx ko lâu sạc pin đầy 100 mà khi rút ra còn 98 ko hiểu làm_ăn v á rất tệ,,Negative,-1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,3,"Mình mua máy này vào ngày 4/2/2024, điện thoại hay bị mất sóng của sim chính, phải khởi động lại thì mới có sóng. Cho hỏi có cách nào cải thiện ko ạ Mình muốn đổi sang máy khác thì TGDD hỗ trợ thu lại bao nhiêu ạ",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,mình mua máy này vào ngày 422024 điện thoại hay bị mất sóng của sim chính phải khởi động lại thì mới có sóng cho hỏi có cách nào cải thiện ko ạ mình muốn đổi sang máy khác thì tgdd hỗ trợ thu lại bao nhiêu ạ,mình mua máy này vào ngày 422024 điện_thoại hay bị mất sóng của sim chính phải khởi_động lại thì mới có sóng cho hỏi có cách nào cải_thiện ko ạ mình muốn đổi sang máy khác thì tgdd hỗ_trợ thu lại bao_nhiêu ạ,,Neutral,0
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,4,"Cho em hỏi, đt note 13 em còn bảo hành, e lỡ làm rớt nứt màn hình cường lực có sẵn của máy. Có bảo hành thay đc ko ạ, và nếu ko thì mất phí có giảm giá ko . Trả lời giúp em xin cảm ơn.",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,cho em hỏi đt note 13 em còn bảo hành e lỡ làm rớt nứt màn hình cường lực có sẵn của máy có bảo hành thay đc ko ạ và nếu ko thì mất phí có giảm giá ko trả lời giúp em xin cảm ơn,cho em hỏi đt note 13 em còn bảo_hành e lỡ làm rớt nứt màn_hình cường_lực có sẵn của máy có bảo_hành thay đc ko ạ và nếu ko thì mất phí có giảm_giá ko trả_lời giúp em xin cảm_ơn,,Positive,1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,5,Máy mới mua chưa dùng nhiều nhưng nhân viên TGDĐ Ngã 3 An Thái Trung thân thiện nhiệt tình 10 điểm,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,máy mới mua chưa dùng nhiều nhưng nhân viên tgdđ ngã 3 an thái trung thân thiện nhiệt tình 10 điểm,máy mới mua chưa dùng nhiều nhưng nhân_viên tgdđ ngã 3 an thái trung thân_thiện nhiệt_tình 10 điểm,,Positive,1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,1,"Củng đọc đánh giá tham khảo 1 thời gian rồi mới mua,nhưng chất lượng đúng tệ như mọi người nhận xét,dùng mâý tháng thì loa lúc được lúc không,bật chế độ đèn pin lúc sáng lúc không,khuyên mọi người không nên chọn sản phẩm này nhé",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,củng đọc đánh giá tham khảo 1 thời gian rồi mới muanhưng chất lượng đúng tệ như mọi người nhận xétdùng mâý tháng thì loa lúc được lúc khôngbật chế độ đèn pin lúc sáng lúc khôngkhuyên mọi người không nên chọn sản phẩm này nhé,củng đọc đánh_giá tham_khảo 1 thời_gian rồi mới muanhưng chất_lượng đúng tệ như mọi người nhận xétdùng mâý tháng thì loa lúc được lúc khôngbật chế_độ đèn_pin lúc sáng lúc khôngkhuyên mọi người không nên chọn sản_phẩm này nhé,,Negative,-1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,4,Mình mới mua ngày 30/10. Nhưng mà tắt nguồn bật lên nó bị treo logo. Lỗi này khắc phục thế nào ạ,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,mình mới mua ngày 3010 nhưng mà tắt nguồn bật lên nó bị treo logo lỗi này khắc phục thế nào ạ,mình mới mua ngày 3010 nhưng_mà tắt nguồn bật lên nó bị treo logo lỗi này khắc_phục thế_nào ạ,,Positive,1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,3,Dùng Được Vài Tháng Mất 1 cảm ứng + loạn cảm ứngchán,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,dùng được vài tháng mất 1 cảm ứng loạn cảm ứngchán,dùng được vài tháng mất 1 cảm_ứng loạn cảm ứngchán,,Neutral,0
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,2,"Mình mới mua được 3 hôm 25/10/2024 để qua đêm bị tụt gần 10% pin , nút cảm ứng vân tay dưới màn hình không được nhậy như dòng cạnh sườn . nói chung tuy mới 3 ngày sử dụng mình thấy thua xa Redmi not 10 .",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,mình mới mua được 3 hôm 25102024 để qua đêm bị tụt gần 10 pin nút cảm ứng vân tay dưới màn hình không được nhậy như dòng cạnh sườn nói chung tuy mới 3 ngày sử dụng mình thấy thua xa redmi not 10,mình mới mua được 3 hôm 25102024 để qua đêm bị tụt gần 10 pin nút cảm_ứng vân tay dưới màn_hình không được nhậy như dòng cạnh sườn nói_chung tuy mới 3 ngày sử_dụng mình thấy thua xa redmi not 10,,Negative,-1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,3,"dùng được 1 tháng thấy mọi thứ ok, dung lượng pin là 5000mA mà sạc đầy 100% không sài qua tầm 30p tụt xuống 93% 94%. Không hiểu kiểu gì",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,dùng được 1 tháng thấy mọi thứ ok dung lượng pin là 5000ma mà sạc đầy 100 không sài qua tầm 30p tụt xuống 93 94 không hiểu kiểu gì,dùng được 1 tháng thấy mọi thứ ok dung_lượng pin là 5000ma mà sạc đầy 100 không sài qua tầm 30p tụt xuống 93 94 không hiểu kiểu gì,,Neutral,0
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,5,"Điện thoại xài mượt,nhân viên nhiệt tình thân thiện,cảm nhận của tôi thấy rất ok còn về lâu sài lâu dài mới biết cho 5sao nhân viên nhiệt tình",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,điện thoại xài mượtnhân viên nhiệt tình thân thiệncảm nhận của tôi thấy rất ok còn về lâu sài lâu dài mới biết cho 5sao nhân viên nhiệt tình,điện_thoại xài mượtnhân viên nhiệt_tình thân thiệncảm nhận của tôi thấy rất ok còn về lâu sài lâu_dài mới biết cho 5sao nhân_viên nhiệt_tình,,Positive,1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,3,Điện thoại sạc pin đầu sạc nhanh la sao sac nhầm đầu thì để cả buổi tối hk lên pin,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,điện thoại sạc pin đầu sạc nhanh la sao sac nhầm đầu thì để cả buổi tối hk lên pin,điện_thoại sạc pin đầu sạc nhanh la sao sac nhầm đầu thì để cả buổi tối hk lên pin,,Neutral,0
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,1,"Chân thành khuyên mọi người đừng mua. Tôi mua các app chạy khá chậm, nhưng trong tầm giá cũng chấp nhận được, chỉ 1 vấn đề chí mạng là bắt mạng 4G cực kỳ kém, hầu như chỉ dùng được Zalo mà thôi. Ban đầu tôi tưởng do mạng 4G bị lỗi, thay sim lắp điện thoại khác bắt rất chuẩn tôi mua gói 120. Điều này cực kỳ bất tiện khi ra ngoài, muốn gọi xe hay thanh toán",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,chân thành khuyên mọi người đừng mua tôi mua các app chạy khá chậm nhưng trong tầm giá cũng chấp nhận được chỉ 1 vấn đề chí mạng là bắt mạng 4g cực kỳ kém hầu như chỉ dùng được zalo mà thôi ban đầu tôi tưởng do mạng 4g bị lỗi thay sim lắp điện thoại khác bắt rất chuẩn tôi mua gói 120 điều này cực kỳ bất tiện khi ra ngoài muốn gọi xe hay thanh toán,chân_thành khuyên mọi người đừng mua tôi mua các app chạy khá chậm nhưng trong tầm giá cũng chấp_nhận được chỉ 1 vấn_đề chí_mạng là bắt mạng 4g cực_kỳ kém hầu_như chỉ dùng được zalo mà thôi ban_đầu tôi tưởng do mạng 4g bị lỗi thay sim lắp điện_thoại khác bắt rất chuẩn tôi mua gói 120 điều này cực_kỳ bất_tiện khi ra ngoài muốn gọi xe hay thanh_toán,,Negative,-1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,5,Redmi note 13 Có hỗ trợ NFC không bạn,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,redmi note 13 có hỗ trợ nfc không bạn,redmi note 13 có hỗ_trợ nfc không bạn,,Positive,1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,3,"Máy bị phồng mặt lưng sau, cần hỗ trợ gấp",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,máy bị phồng mặt lưng sau cần hỗ trợ gấp,máy bị phồng mặt lưng sau cần hỗ_trợ gấp,,Neutral,0
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,1,sạc nhanh 33w mà sạc 1 tiếng pin có 5000ma chưa đầy.dt thì nhanh hết pin,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,sạc nhanh 33w mà sạc 1 tiếng pin có 5000ma chưa đầydt thì nhanh hết pin,sạc nhanh 33w mà sạc 1 tiếng pin có 5000ma chưa đầydt thì nhanh hết pin,,Negative,-1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,3,máy xài cũng rất ok mà chỉ có cái là pin xuống nhanh quá,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,máy xài cũng rất ok mà chỉ có cái là pin xuống nhanh quá,máy xài cũng rất ok mà chỉ có cái là pin xuống nhanh quá,,Neutral,0
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,1,không hỗ trợ nfc,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,không hỗ trợ nfc,không hỗ_trợ nfc,,Negative,-1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,3,Điện thoại lâu lâu là bị tắt tiếng tất cả YouTube và các ứng dụng khác đều bị tắt tiếng và phải khởi động lại mới nghe được tiếng là bị làm sao ạ,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,điện thoại lâu lâu là bị tắt tiếng tất cả youtube và các ứng dụng khác đều bị tắt tiếng và phải khởi động lại mới nghe được tiếng là bị làm sao ạ,điện_thoại lâu_lâu là bị tắt tiếng tất_cả youtube và các ứng_dụng khác đều bị tắt tiếng và phải khởi_động lại mới nghe được tiếng là bị làm_sao ạ,,Neutral,0
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,2,"Sau 1 thời gian sử dụng mình thấy máy dùng chán lắm,nhiều khi nhắn tin bấm cứ bị loạn phím.phải khởi động lại,pin cũng kém..",Điện thoại Xiaomi Redmi Note 13 8GB/128GB,sau 1 thời gian sử dụng mình thấy máy dùng chán lắmnhiều khi nhắn tin bấm cứ bị loạn phímphải khởi động lạipin cũng kém,sau 1 thời_gian sử_dụng mình thấy máy dùng chán lắmnhiều khi nhắn_tin bấm cứ bị loạn phímphải khởi_động lạipin cũng kém,,Negative,-1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,1,Điện thoại lõi quá trời,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,điện thoại lõi quá trời,điện_thoại lõi quá_trời,,Negative,-1
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,4390000,1,Mua được 1 ngày combo đơ lác sập nguồn nháy màn chán quá mà,Điện thoại Xiaomi Redmi Note 13 8GB/128GB,mua được 1 ngày combo đơ lác sập nguồn nháy màn chán quá mà,mua được 1 ngày combo đơ lác sập nguồn nháy màn chán quá mà,,Negative,-1
